1	-13.576350	-78.540646	1
2	-12.182495	-78.518686	1
3	-12.174708	-78.518571	1
4	-12.166922	-78.518456	1
5	-12.159136	-78.518341	1
6	-12.151350	-78.518226	1
7	-12.143566	-78.518111	1
8	-12.135781	-78.517996	1
9	-12.127998	-78.517881	1
10	-12.120215	-78.517766	1
11	-12.112432	-78.517652	1
12	-12.104806	-78.517539	1
13	-12.096869	-78.517422	1
14	-12.089088	-78.517307	1
15	-12.081307	-78.517192	1
16	-12.073528	-78.517078	1
17	-12.065749	-78.516963	1
18	-12.057970	-78.516848	1
19	-12.050192	-78.516733	1
20	-12.042415	-78.516619	1
21	-12.034638	-78.516504	1
22	-12.026861	-78.516389	1
23	-12.019085	-78.516275	1
24	-12.011310	-78.516160	1
25	-12.003536	-78.516046	1
26	-11.995761	-78.515931	1
27	-11.987988	-78.515816	1
28	-11.980215	-78.515702	1
29	-11.972443	-78.515587	1
30	-11.964671	-78.515472	1
31	-11.956899	-78.515358	1
32	-11.949129	-78.515243	1
33	-11.941358	-78.515129	1
34	-11.933589	-78.515014	1
35	-11.925820	-78.514899	1
36	-11.918051	-78.514785	1
37	-11.910283	-78.514670	1
38	-11.902516	-78.514556	1
39	-11.894749	-78.514441	1
40	-11.886983	-78.514326	1
41	-11.879217	-78.514212	1
42	-11.871452	-78.514097	1
43	-11.863687	-78.513982	1
44	-11.855923	-78.513868	1
45	-11.848159	-78.513753	1
46	-11.840396	-78.513638	1
47	-11.832634	-78.513524	1
48	-11.824872	-78.513409	1
49	-11.817111	-78.513294	1
50	-11.809350	-78.513179	1
51	-11.801590	-78.513065	1
52	-11.793830	-78.512950	1
53	-11.786071	-78.512835	1
54	-11.778313	-78.512720	1
55	-11.770555	-78.512605	1
56	-11.762797	-78.512490	1
57	-11.755040	-78.512375	1
58	-11.747284	-78.512261	1
59	-11.739528	-78.512146	1
60	-11.731773	-78.512031	1
61	-11.724018	-78.511916	1
62	-11.716264	-78.511801	1
63	-11.708510	-78.511685	1
64	-11.700757	-78.511570	1
65	-11.693005	-78.511455	1
66	-11.685253	-78.511340	1
67	-11.677502	-78.511225	1
68	-11.669751	-78.511110	1
69	-11.662000	-78.510994	1
70	-11.654251	-78.510879	1
71	-11.646501	-78.510764	1
72	-11.638753	-78.510648	1
73	-11.631005	-78.510533	1
74	-11.623257	-78.510417	1
75	-11.615510	-78.510302	1
76	-11.607764	-78.510186	1
77	-11.600018	-78.510070	1
78	-11.592272	-78.509955	1
79	-11.584527	-78.509839	1
80	-11.576783	-78.509723	1
81	-11.569039	-78.509607	1
82	-11.561296	-78.509491	1
83	-11.553553	-78.509376	1
84	-11.545811	-78.509260	1
85	-11.538070	-78.509144	1
86	-11.530329	-78.509027	1
87	-11.522588	-78.508911	1
88	-11.514848	-78.508795	1
89	-11.507109	-78.508679	1
90	-11.499370	-78.508562	1
91	-11.491631	-78.508446	1
92	-11.483894	-78.508330	1
93	-11.476156	-78.508213	1
94	-11.468420	-78.508096	1
95	-11.460683	-78.507980	1
96	-11.452948	-78.507863	1
97	-11.445213	-78.507746	1
98	-11.437478	-78.507630	1
99	-11.429744	-78.507513	1
100	-11.422011	-78.507396	1
101	-11.414278	-78.507279	1
102	-11.406545	-78.507161	1
103	-11.398813	-78.507044	1
104	-11.391082	-78.506927	1
105	-11.383351	-78.506810	1
106	-11.375621	-78.506692	1
107	-11.367891	-78.506575	1
108	-11.360162	-78.506457	1
109	-11.352433	-78.506339	1
110	-11.344705	-78.506222	1
111	-11.336978	-78.506104	1
112	-11.329250	-78.505986	1
113	-11.321524	-78.505868	1
114	-11.313798	-78.505750	1
115	-11.306072	-78.505632	1
116	-11.298348	-78.505513	1
117	-11.290623	-78.505395	1
118	-11.282899	-78.505276	1
119	-11.275176	-78.505158	1
120	-11.267453	-78.505039	1
121	-11.259731	-78.504921	1
122	-11.252009	-78.504802	1
123	-11.244288	-78.504683	1
124	-11.236567	-78.504564	1
125	-11.228847	-78.504445	1
126	-11.221127	-78.504325	1
127	-11.213408	-78.504206	1
128	-11.205690	-78.504087	1
129	-11.197972	-78.503967	1
130	-11.190254	-78.503847	1
131	-11.182537	-78.503728	1
132	-11.174821	-78.503608	1
133	-11.167105	-78.503488	1
134	-11.159390	-78.503368	1
135	-11.151675	-78.503247	1
136	-11.143960	-78.503127	1
137	-11.136247	-78.503007	1
138	-11.128533	-78.502886	1
139	-11.120821	-78.502766	1
140	-11.113108	-78.502645	1
141	-11.105397	-78.502524	1
142	-11.097685	-78.502403	1
143	-11.089975	-78.502282	1
144	-11.082265	-78.502161	1
145	-11.074555	-78.502039	1
146	-11.066846	-78.501918	1
147	-11.059137	-78.501796	1
148	-11.051429	-78.501674	1
149	-11.043722	-78.501553	1
150	-11.036015	-78.501431	1
151	-11.028308	-78.501308	1
152	-11.020603	-78.501186	1
153	-11.012897	-78.501064	1
154	-11.005192	-78.500941	1
155	-10.997488	-78.500819	1
156	-10.989784	-78.500696	1
157	-10.982081	-78.500573	1
158	-10.974378	-78.500450	1
159	-10.966676	-78.500327	1
160	-10.958974	-78.500204	1
161	-10.951273	-78.500080	1
162	-10.943572	-78.499956	1
163	-10.935872	-78.499833	1
164	-10.928172	-78.499709	1
165	-10.920473	-78.499585	1
166	-10.912774	-78.499461	1
167	-10.905076	-78.499336	1
168	-10.897378	-78.499212	1
169	-10.889681	-78.499087	1
170	-10.881985	-78.498963	1
171	-10.874289	-78.498838	1
172	-10.866593	-78.498713	1
173	-10.858898	-78.498587	1
174	-10.851204	-78.498462	1
175	-10.843510	-78.498337	1
176	-10.835816	-78.498211	1
177	-10.828123	-78.498085	1
178	-10.820431	-78.497959	1
179	-10.812739	-78.497833	1
180	-10.805047	-78.497707	1
181	-10.797357	-78.497580	1
182	-10.789666	-78.497454	1
183	-10.781976	-78.497327	1
184	-10.774287	-78.497200	1
185	-10.766598	-78.497073	1
