0 120 120.000000 0.000000 0.000000,10710226
1 120 119.997741 0.736306 0.351562,10710226
2 133 132.989985 1.632115 0.703125,10710226
3 155 154.973740 2.853043 1.054688,10710226
4 110 107.614911 22.782251 11.953125,10710226
5 110 107.473096 23.442135 12.304688,10710226
6 106 103.424426 23.224731 12.656250,10710226
7 104 101.331296 23.408727 13.007812,10710226
8 92 89.510476 21.257346 13.359375,10710226
9 106 102.979412 25.124502 13.710938,10710226
10 106 102.823313 25.755899 14.062500,10710226
11 109 105.568908 27.133109 14.414062,10710226
12 109 105.400435 27.780357 14.765625,10710226
13 114 110.054966 29.730529 15.117188,10710226
14 114 109.870472 30.405254 15.468750,10710226
15 111 106.795476 30.260970 15.820312,10710226
16 111 106.607788 30.915686 16.171875,10710226
17 114 109.292196 32.422459 16.523438,10710226
18 121 115.789781 35.124446 16.875000,10710226
19 121 115.572081 35.834257 17.226562,10710226
20 121 115.350031 36.542720 17.578125,10710226
21 108 102.754982 33.247761 17.929688,10710226
22 108 102.549044 33.877628 18.281250,10710226
23 108 102.339244 34.506219 18.632812,10710226
24 108 102.125591 35.133512 18.984375,10710226
25 107 100.964500 35.428375 19.335938,10710226
26 110 103.569847 37.057884 19.687500,10710226
27 110 103.340515 37.692679 20.039062,10710226
28 93 87.172528 32.402937 20.390625,10710226
29 118 110.351654 41.791296 20.742188,10710226
30 118 110.093150 42.467614 21.093750,10710226
31 121 112.622802 44.239173 21.445312,10710226
32 127 117.920272 47.157284 21.796875,10710226
33 127 117.628701 47.879941 22.148438,10710226
34 137 126.571496 52.427630 22.500000,10710226
35 155 142.834676 60.193482 22.851562,10710226
36 155 142.462647 61.068766 23.203125,10710226
37 778 688.372143 362.529714 27.773438,10710226
38 778 686.134744 366.746661 28.125000,10710226
39 777 682.992500 370.473002 28.476562,10710226
40 777 680.706463 374.656791 28.828125,10710226
41 777 678.394798 378.826474 29.179688,10710226
42 767 667.356722 378.052913 29.531250,10710226
43 755 654.619915 376.161889 29.882812,10710226
44 748 646.251696 376.646711 30.234375,10710226
45 744 640.485002 378.569626 30.585938,10710226
46 732 627.857343 376.323209 30.937500,10710226
47 730 623.827332 379.129873 31.289062,10710226
48 713 607.016253 374.032444 31.640625,10710226
49 712 603.861685 377.220181 31.992188,10710226
50 709 599.001178 379.313312 32.343750,10710226
51 683 574.782050 368.937116 32.695312,10710226
52 681 570.831024 371.366317 33.046875,10710226
53 672 561.027852 369.907758 33.398438,10710226
54 672 558.747579 373.343197 33.750000,10710226
55 661 547.337775 370.597302 34.101562,10710226
56 658 542.579761 372.251531 34.453125,10710226
57 657 539.464352 375.002950 34.804688,10710226
58 656 536.335637 377.730174 35.156250,10710226
59 645 525.053433 374.625003 35.507812,10710226
60 639 517.882150 374.324831 35.859375,10710226
61 637 513.961892 376.313930 36.210938,10710226
62 620 497.988670 369.333569 36.562500,10710226
63 637 509.305240 382.592697 36.914062,10710226
64 637 506.948108 385.710533 37.265625,10710226
65 617 488.729758 376.606191 37.617188,10710226
66 617 486.409746 379.597891 37.968750,10710226
67 655 513.884571 406.137474 38.320312,10710226
68 718 549.390097 462.271048 40.078125,10710226
69 700 532.841670 453.960081 40.429688,10710226
70 700 530.046193 457.220990 40.781250,10710226
71 700 527.230759 460.464685 41.132812,10710226
72 716 536.381658 474.289697 41.484375,10710226
73 716 533.461374 477.571944 41.835938,10710226
74 722 534.966713 484.865565 42.187500,10710226
75 722 531.981563 488.138932 42.539062,10710226
76 720 527.511076 490.032718 42.890625,10710226
77 722 525.951290 494.630408 43.242188,10710226
78 723 523.630641 498.537814 43.593750,10710226
79 734 528.481841 509.375052 43.945312,10710226
80 752 538.229581 525.178940 44.296875,10710226
81 752 534.997011 528.471568 44.648438,10710226
82 752 531.744299 531.744299 45.000000,10710226
83 752 528.471568 534.997011 45.351562,10710226
84 762 532.162702 545.386889 45.703125,10710226
85 786 545.461568 565.921971 46.054688,10710226
86 787 542.668409 569.982454 46.406250,10710226
87 1851 1268.089869 1348.387587 46.757812,10710226
88 1854 1261.834250 1358.341020 47.109375,10710226
89 1865 1260.912892 1374.162901 47.460938,10710226
90 1865 1252.457451 1381.873849 47.812500,10710226
91 1882 1255.293854 1402.198752 48.164062,10710226
92 1898 1257.265146 1421.860877 48.515625,10710226
93 1904 1252.463944 1434.067665 48.867188,10710226
94 1905 1244.294266 1442.482853 49.218750,10710226
95 1933 1253.578337 1471.404211 49.570312,10710226
96 1942 1250.320856 1485.954830 49.921875,10710226
97 1952 1247.570916 1501.289715 50.273438,10710226
98 1970 1249.754770 1522.830593 50.625000,10710226
99 1991 1253.609734 1546.784935 50.976562,10710226
100 1998 1248.469257 1559.912983 51.328125,10710226
101 2018 1251.275453 1583.235213 51.679688,10710226
102 2073 1275.375087 1634.242144 52.031250,10710226
103 2087 1273.868917 1653.126427 52.382812,10710226
104 2090 1265.518077 1663.299131 52.734375,10710226
105 2118 1272.105703 1693.419936 53.085938,10710226
106 2125 1265.861022 1706.816004 53.437500,10710226
107 2153 1271.905638 1737.142783 53.789062,10710226
108 2178 1275.867734 1765.175778 54.140625,10710226
109 2199 1277.209894 1790.065889 54.492188,10710226
110 2207 1270.808678 1804.409683 54.843750,10710226
111 2214 1263.708571 1817.920968 55.195312,10710226
112 2230 1261.581938 1838.834145 55.546875,10710226
113 2241 1256.442592 1855.648946 55.898438,10710226
114 2263 1257.255437 1881.615733 56.250000,10710226
115 2269 1248.989141 1894.303863 56.601562,10710226
116 2270 1237.887724 1902.770082 56.953125,10710226
117 2313 1249.416616 1946.516663 57.304688,10710226
118 2338 1250.824435 1975.267636 57.656250,10710226
119 2338 1238.680875 1982.905366 58.007812,10710226
120 2338 1226.490678 1990.468441 58.359375,10710226
121 2326 1208.022033 1987.701881 58.710938,10710226
122 2311 1188.091442 1982.210818 59.062500,10710226
123 2304 1172.344648 1983.437427 59.414062,10710226
124 2269 1142.528593 1960.354411 59.765625,10710226
125 2218 1105.068965 1923.108573 60.117188,10710226
126 2206 1087.333412 1919.411902 60.468750,10710226
127 2206 1075.535653 1926.047522 60.820312,10710226
128 2206 1063.697401 1932.610628 61.171875,10710226
129 2243 1069.460673 1971.624424 61.523438,10710226
130 2257 1063.942435 1990.496294 61.875000,10710226
131 2270 1057.766645 2008.489413 62.226562,10710226
132 2286 1052.791493 2029.144172 62.578125,10710226
133 2323 1057.159173 2068.512384 62.929688,10710226
134 2339 1051.640900 2089.251640 63.281250,10710226
135 2348 1042.798795 2103.728754 63.632812,10710226
136 2416 1059.696832 2171.197509 63.984375,10710226
137 2418 1047.220854 2179.461512 64.335938,10710226
138 2432 1039.813987 2198.501961 64.687500,10710226
139 2432 1026.304659 2204.840753 65.039062,10710226
140 2432 1012.756690 2211.096535 65.390625,10710226
141 2431 998.759749 2216.357364 65.742188,10710226
142 2421 981.089221 2213.301819 66.093750,10710226
143 2418 966.291315 2216.529967 66.445312,10710226
144 2407 948.338840 2212.307041 66.796875,10710226
145 2396 930.474732 2207.947638 67.148438,10710226
146 2376 909.255835 2195.137769 67.500000,10710226
147 2376 895.769607 2200.675535 67.851562,10710226
148 2368 879.279115 2198.702399 68.203125,10710226
149 2366 865.040353 2202.194630 68.554688,10710226
150 2366 851.511656 2207.460962 68.906250,10710226
151 2355 834.055102 2202.357166 69.257812,10710226
152 2355 820.525992 2207.433373 69.609375,10710226
153 2382 816.217829 2237.791871 69.960938,10710226
154 2387 804.156080 2247.465684 70.312500,10710226
155 2382 788.695220 2247.639617 70.664062,10710226
156 2390 777.491598 2260.001508 71.015625,10710226
157 2390 749.699360 2269.372352 71.718750,10710226
158 2360 726.525150 2245.386649 72.070312,10710226
159 2336 705.485898 2226.922910 72.421875,10710226
160 2332 690.623871 2227.389204 72.773438,10710226
161 2332 676.943867 2231.584863 73.125000,10710226
162 2331 662.953969 2234.737800 73.476562,10710226
163 2319 645.887160 2227.238375 73.828125,10710226
164 2319 632.208923 2231.159536 74.179688,10710226
165 2309 615.839757 2225.358936 74.531250,10710226
166 2307 601.652030 2227.164977 74.882812,10710226
167 2295 584.916689 2219.211001 75.234375,10710226
168 2294 571.039928 2221.789684 75.585938,10710226
169 2288 555.938652 2219.431507 75.937500,10710226
170 2288 542.310011 2222.800903 76.289062,10710226
171 2285 527.967777 2223.167791 76.640625,10710226
172 2283 513.866570 2224.416811 76.992188,10710226
173 2281 499.769929 2225.576559 77.343750,10710226
174 2276 485.039088 2223.716053 77.695312,10710226
175 2276 471.385492 2226.650336 78.046875,10710226
176 2268 456.105312 2221.664229 78.398438,10710226
177 2258 440.513947 2214.613163 78.750000,10710226
178 2258 426.917044 2217.274416 79.101562,10710226
179 2255 412.754947 2216.902874 79.453125,10710226
180 2254 398.967513 2218.409548 79.804688,10710226
181 2249 384.493288 2215.889418 80.156250,10710226
182 2245 370.229955 2214.261678 80.507812,10710226
183 2243 356.318815 2214.517081 80.859375,10710226
184 2243 342.724087 2216.661724 81.210938,10710226
185 2243 329.116454 2218.722912 81.562500,10710226
186 2243 315.496431 2220.700566 81.914062,10710226
187 2210 297.423366 2189.894824 82.265625,10710226
188 2210 283.980825 2191.678556 82.617188,10710226
189 2210 270.527592 2193.379771 82.968750,10710226
190 2212 257.296812 2196.984832 83.320312,10710226
191 2212 243.811523 2198.522218 83.671875,10710226
192 2212 230.317054 2199.976830 84.023438,10710226
193 2211 216.715897 2200.353431 84.375000,10710226
194 2206 202.751158 2196.662916 84.726562,10710226
195 2206 189.268871 2197.865622 85.078125,10710226
196 2205 175.699776 2197.988760 85.429688,10710226
197 2205 162.209863 2199.025457 85.781250,10710226
198 2205 148.713843 2199.979362 86.132812,10710226
199 2205 135.212224 2200.850439 86.484375,10710226
200 2201 121.484733 2197.644753 86.835938,10710226
201 2201 107.997951 2198.348799 87.187500,10710226
202 2200 94.464165 2197.971001 87.539062,10710226
203 2184 80.386975 2182.520088 87.890625,10710226
204 2184 66.993770 2182.972248 88.242188,10710226
205 2189 53.720749 2188.340714 88.593750,10710226
206 2189 40.292332 2188.629144 88.945312,10710226
207 2182 26.776497 2181.835699 89.296875,10710226
208 2182 13.388500 2181.958924 89.648438,10710226
209 2182 -0.000000 2182.000000 90.000000,10710226
210 2182 -13.388500 2181.958924 90.351562,10710226
211 2174 -26.678324 2173.836302 90.703125,10710226
212 2182 -40.163485 2181.630329 91.054688,10710226
213 2182 -53.548961 2181.342822 91.406250,10710226
214 2177 -66.779047 2175.975542 91.757812,10710226
215 2174 -80.018903 2172.526864 92.109375,10710226
216 2177 -93.476585 2174.992213 92.460938,10710226
217 2172 -106.574989 2169.383731 92.812500,10710226
218 2172 -119.884071 2168.688961 93.164062,10710226
219 2178 -133.556564 2173.901250 93.515625,10710226
220 2178 -146.892857 2173.040839 93.867188,10710226
221 2173 -159.855797 2167.112162 94.218750,10710226
222 2178 -173.548350 2171.074612 94.570312,10710226
223 2180 -187.038141 2171.961495 94.921875,10710226
224 2177 -200.085798 2167.785661 95.273438,10710226
225 2177 -213.383314 2166.517150 95.625000,10710226
226 2177 -226.672797 2165.167070 95.976562,10710226
227 2177 -239.953745 2163.735474 96.328125,10710226
228 2177 -253.225659 2162.222413 96.679688,10710226
229 500 -70.329120 495.029105 98.085938,10710226
230 480 -70.430628 474.804725 98.437500,10710226
231 474 -72.425866 468.434087 98.789062,10710226
232 471 -74.822186 465.018968 99.140625,10710226
233 471 -77.674080 464.551114 99.492188,10710226
234 474 -81.035935 467.021602 99.843750,10710226
235 483 -85.493038 475.373475 100.195312,10710226
236 495 -90.604745 486.637216 100.546875,10710226
237 514 -97.181293 504.729429 100.898438,10710226
238 519 -101.251877 509.027561 101.250000,10710226
239 519 -104.373305 508.396708 101.601562,10710226
240 550 -113.911257 538.074554 101.953125,10710226
241 558 -118.915559 545.181704 102.304688,10710226
242 558 -122.258492 544.441789 102.656250,10710226
243 550 -123.796151 535.886661 103.007812,10710226
244 547 -126.388785 532.198154 103.359375,10710226
245 547 -129.651912 531.412628 103.710938,10710226
246 547 -132.910158 530.607095 104.062500,10710226
247 551 -137.159111 533.655674 104.414062,10710226
248 557 -141.960172 538.605894 104.765625,10710226
249 562 -146.566294 542.551676 105.117188,10710226
250 572 -152.559697 551.279910 105.468750,10710226
251 572 -155.939415 550.333443 105.820312,10710226
252 572 -159.313262 549.366257 106.171875,10710226
253 572 -162.681111 548.378388 106.523438,10710226
254 565 -164.010843 540.671290 106.875000,10710226
255 565 -167.325252 539.654760 107.226562,10710226
256 574 -173.351415 547.197667 107.578125,10710226
257 574 -176.705693 546.123702 107.929688,10710226
258 570 -178.798592 541.231063 108.281250,10710226
259 574 -183.394166 543.914129 108.632812,10710226
260 570 -185.426867 538.996175 108.984375,10710226
261 567 -187.737275 535.017491 109.335938,10710226
262 556 -187.310758 523.498500 109.687500,10710226
263 556 -190.519359 522.339328 110.039062,10710226
264 556 -193.720786 521.160491 110.390625,10710226
265 559 -197.977411 522.767582 110.742188,10710226
266 559 -201.181325 521.542975 111.093750,10710226
267 559 -204.377666 520.298731 111.445312,10710226
268 546 -202.739188 506.964320 111.796875,10710226
269 546 -205.846046 505.710792 112.148438,10710226
270 546 -208.945154 504.438225 112.500000,10710226
271 546 -212.036395 503.146665 112.851562,10710226
272 554 -218.271590 509.189074 113.203125,10710226
273 554 -221.391807 507.840199 113.554688,10710226
274 545 -220.856516 498.244317 113.906250,10710226
275 499 -205.010742 454.941310 114.257812,10710226
276 499 -207.798350 453.674824 114.609375,10710226
277 499 -210.578135 452.391257 114.960938,10710226
278 500 -213.777547 451.994647 115.312500,10710226
279 500 -216.546909 450.674424 115.664062,10710226
280 510 -223.694282 458.323978 116.015625,10710226
281 514 -228.278782 460.526652 116.367188,10710226
282 522 -234.697114 466.263085 116.718750,10710226
283 522 -237.553632 464.814234 117.070312,10710226
284 522 -240.401207 463.347882 117.421875,10710226
285 487 -226.930553 430.896187 117.773438,10710226
286 479 -225.799037 422.440286 118.125000,10710226
287 478 -227.910032 420.167844 118.476562,10710226
288 469 -226.144189 410.876874 118.828125,10710226
289 453 -220.860223 395.512025 119.179688,10710226
290 449 -221.311288 390.669059 119.531250,10710226
291 449 -223.704222 389.303764 119.882812,10710226
292 449 -226.088734 387.923812 120.234375,10710226
293 2387 -1214.577550 2054.889383 120.585938,10710226
294 2396 -1231.790175 2055.117750 120.937500,10710226
295 2396 -1244.376952 2047.520940 121.289062,10710226
296 2396 -1256.916880 2039.847043 121.640625,10710226
297 2421 -1282.654575 2053.299355 121.992188,10710226
298 2426 -1297.904226 2049.614749 122.343750,10710226
299 2430 -1312.616679 2044.978595 122.695312,10710226
300 2438 -1329.502322 2043.591832 123.046875,10710226
301 2438 -1342.016538 2035.395689 123.398438,10710226
302 2439 -1355.035798 2027.954384 123.750000,10710226
303 2446 -1371.378215 2025.398181 124.101562,10710226
304 2451 -1386.608668 2021.068381 124.453125,10710226
305 2484 -1417.819373 2039.618647 124.804688,10710226
306 2484 -1430.307547 2030.880676 125.156250,10710226
307 2499 -1451.454081 2034.276788 125.507812,10710226
308 2510 -1470.352622 2034.247568 125.859375,10710226
309 2516 -1486.351410 2030.028445 126.210938,10710226
310 2522 -1502.353646 2025.689394 126.562500,10710226
311 2532 -1520.760926 2024.428365 126.914062,10710226
312 2541 -1538.603556 2022.221575 127.265625,10710226
313 2555 -1559.528070 2023.832305 127.617188,10710226
314 2630 -1618.059083 2073.351105 127.968750,10710226
315 2660 -1649.352183 2086.920548 128.320312,10710226
316 2664 -1664.625676 2079.883977 128.671875,10710226
317 2665 -1677.985907 2070.407761 129.023438,10710226
318 2683 -1702.077181 2073.987046 129.375000,10710226
319 2683 -1714.770886 2063.504255 129.726562,10710226
320 2689 -1731.263019 2057.534777 130.078125,10710226
321 2689 -1743.855224 2046.873215 130.429688,10710226
322 2728 -1781.855516 2065.665733 130.781250,10710226
323 2747 -1806.994986 2069.004137 131.132812,10710226
324 2755 -1824.955467 2063.870767 131.484375,10710226
325 2758 -1839.585786 2054.869372 131.835938,10710226
326 2758 -1852.159597 2043.543204 132.187500,10710226
327 2764 -1868.720233 2036.560996 132.539062,10710226
328 2796 -1902.960390 2048.501344 132.890625,10710226
329 2836 -1942.897282 2065.925011 133.242188,10710226
330 2841 -1958.984688 2057.585963 133.593750,10710226
331 2843 -1972.960863 2046.967130 133.945312,10710226
332 2857 -1995.260945 2044.842968 134.296875,10710226
333 2881 -2024.636419 2049.636156 134.648438,10710226
334 2885 -2040.003064 2040.003064 135.000000,10710226
335 2891 -2056.750478 2031.663966 135.351562,10710226
336 2910 -2082.776702 2032.274886 135.703125,10710226
337 2945 -2120.407386 2043.745952 136.054688,10710226
338 2969 -2150.289589 2047.245877 136.406250,10710226
339 2973 -2165.724633 2036.753744 136.757812,10710226
340 2974 -2178.913804 2024.107367 137.109375,10710226
341 3010 -2217.817872 2035.039038 137.460938,10710226
342 3050 -2259.900932 2048.254812 137.812500,10710226
343 3050 -2272.426246 2034.349763 138.164062,10710226
344 3052 -2286.364276 2021.692953 138.515625,10710226
345 3052 -2298.726111 2007.626028 138.867188,10710226
346 3069 -2323.873950 2004.587455 139.218750,10710226
347 3101 -2360.488597 2011.043158 139.570312,10710226
348 3135 -2398.799378 2018.411887 139.921875,10710226
349 3163 -2432.673857 2021.550619 140.273438,10710226
350 3188 -2464.357325 2022.445790 140.625000,10710226
351 3197 -2483.712425 2012.953450 140.976562,10710226
352 3207 -2503.824292 2003.924378 141.328125,10710226
353 3217 -2523.918573 1994.724050 141.679688,10710226
354 3279 -2584.987936 2017.344386 142.031250,10710226
355 3286 -2602.862213 2005.717901 142.382812,10710226
356 3302 -2627.853459 1999.397459 142.734375,10710226
357 3317 -2652.065122 1992.244862 143.085938,10710226
358 3319 -2665.845797 1977.125992 143.437500,10710226
359 3349 -2702.132457 1978.454242 143.789062,10710226
360 3398 -2753.933560 1990.541120 144.140625,10710226
361 3413 -2778.305993 1982.318039 144.492188,10710226
362 3418 -2794.504891 1968.112398 144.843750,10710226
363 3421 -2808.991704 1952.640932 145.195312,10710226
364 3447 -2842.359327 1950.077552 145.546875,10710226
365 3462 -2866.691947 1941.010377 145.898438,10710226
366 3485 -2897.671599 1936.162262 146.250000,10710226
367 3517 -2936.212731 1935.960691 146.601562,10710226
368 3544 -2970.668356 1932.631759 146.953125,10710226
369 3597 -3027.073254 1942.996787 147.304688,10710226
370 3613 -3052.455931 1932.946401 147.656250,10710226
371 3635 -3082.917453 1925.836176 148.007812,10710226
372 3654 -3110.851876 1916.850701 148.359375,10710226
373 3691 -3154.173535 1916.942960 148.710938,10710226
374 3707 -3179.599957 1905.778873 149.062500,10710226
375 3752 -3229.972754 1909.130695 149.414062,10710226
376 3767 -3254.585749 1896.829091 149.765625,10710226
377 3797 -3292.174594 1891.770451 150.117188,10710226
378 3836 -3337.653698 1890.757465 150.468750,10710226
379 3874 -3382.369946 1888.769320 150.820312,10710226
380 3901 -3417.549437 1880.998895 151.171875,10710226
381 3932 -3456.276074 1874.774573 151.523438,10710226
382 4005 -3532.094664 1887.943931 151.875000,10710226
383 4008 -3546.266771 1867.633795 152.226562,10710226
384 4041 -3586.951706 1861.036931 152.578125,10710226
385 4113 -3662.415599 1871.758794 152.929688,10710226
386 4147 -3704.201177 1864.538184 153.281250,10710226
387 4185 -3749.618755 1858.651175 153.632812,10710226
388 4241 -3811.278409 1860.171468 153.984375,10710226
389 4284 -3861.378461 1855.373920 154.335938,10710226
390 4358 -3939.585339 1863.285097 154.687500,10710226
0 118 118.000000 0.000000 0.000000,10710327
1 125 124.997647 0.766986 0.351562,10710327
2 129 128.990287 1.583028 0.703125,10710327
3 131 130.977806 2.411282 1.054688,10710327
4 119 116.568802 23.931452 11.601562,10710327
5 105 102.723324 21.746695 11.953125,10710327
6 100 97.702814 21.311032 12.304688,10710327
7 99 96.594511 21.691023 12.656250,10710327
8 99 96.459599 22.283307 13.007812,10710327
9 94 91.456356 21.719462 13.359375,10710327
10 99 96.178885 23.465337 13.710938,10710327
11 106 102.823313 25.755899 14.062500,10710327
12 106 102.663342 26.386326 14.414062,10710327
13 101 97.664624 25.741432 14.765625,10710327
14 106 102.331811 27.644176 15.117188,10710327
15 101 97.341383 26.937989 15.468750,10710327
16 101 97.174262 27.534757 15.820312,10710327
17 102 97.963913 28.409008 16.171875,10710327
18 102 97.787754 29.009569 16.523438,10710327
19 102 97.607914 29.609037 16.875000,10710327
20 111 106.020670 32.872749 17.226562,10710327
21 111 105.816970 33.522660 17.578125,10710327
22 123 117.026508 37.865506 17.929688,10710327
23 123 116.791966 38.582854 18.281250,10710327
24 117 110.867514 37.381738 18.632812,10710327
25 107 101.179984 34.808201 18.984375,10710327
26 107 100.964500 35.428375 19.335938,10710327
27 98 92.271318 33.015206 19.687500,10710327
28 97 91.127545 33.238090 20.039062,10710327
29 97 90.921884 33.796612 20.390625,10710327
30 97 90.712800 34.353862 20.742188,10710327
31 97 90.500301 34.909819 21.093750,10710327
32 124 115.415103 45.336012 21.445312,10710327
33 126 116.991766 46.785966 21.796875,10710327
34 127 117.628701 47.879941 22.148438,10710327
35 127 117.332701 48.600796 22.500000,10710327
36 127 117.032283 49.319821 22.851562,10710327
37 127 116.727459 50.036989 23.203125,10710327
38 782 691.911331 364.393620 27.773438,10710327
39 775 683.488980 365.332471 28.125000,10710327
40 773 679.476451 368.565805 28.476562,10710327
41 770 674.573973 371.281505 28.828125,10710327
42 767 669.663848 373.950973 29.179688,10710327
43 766 666.486635 377.560015 29.531250,10710327
44 752 652.018777 374.667206 29.882812,10710327
45 749 647.115669 377.150249 30.234375,10710327
46 741 637.902402 377.043136 30.585938,10710327
47 735 630.430528 377.865517 30.937500,10710327
48 718 613.572636 372.897601 31.289062,10710327
49 707 601.908122 370.884906 31.640625,10710327
50 702 595.380482 371.922145 31.992188,10710327
51 697 588.862935 372.893341 32.343750,10710327
52 685 576.465160 370.017459 32.695312,10710327
53 676 566.639901 368.639692 33.046875,10710327
54 670 559.358126 368.806842 33.398438,10710327
55 663 551.264353 368.343064 33.750000,10710327
56 654 541.541460 366.672671 34.101562,10710327
57 654 539.281404 369.988604 34.453125,10710327
58 641 526.326712 365.870458 34.804688,10710327
59 641 524.071865 369.093051 35.156250,10710327
60 637 518.541142 369.978491 35.507812,10710327
61 641 519.503064 375.496427 35.859375,10710327
62 627 505.893416 370.406333 36.210938,10710327
63 626 502.807915 372.907765 36.562500,10710327
64 624 498.911256 374.784683 36.914062,10710327
65 624 496.602228 377.838890 37.265625,10710327
66 624 494.274504 380.878871 37.617188,10710327
67 624 491.928171 383.904513 37.968750,10710327
68 631 495.055213 391.256101 38.320312,10710327
69 708 541.738424 455.832732 40.078125,10710327
70 708 538.931289 459.148196 40.429688,10710327
71 708 536.103863 462.446373 40.781250,10710327
72 720 542.294495 473.620819 41.132812,10710327
73 729 543.147126 486.242943 41.835938,10710327
74 720 533.484810 483.522447 42.187500,10710327
75 729 537.139279 492.871581 42.539062,10710327
76 729 534.104964 496.158127 42.890625,10710327
77 733 533.964398 502.166328 43.242188,10710327
78 734 531.597359 506.122760 43.593750,10710327
79 734 528.481841 509.375052 43.945312,10710327
80 745 533.219465 520.290306 44.296875,10710327
81 745 530.016986 523.552285 44.648438,10710327
82 747 528.208766 528.208766 45.000000,10710327
83 755 530.579832 537.131308 45.351562,10710327
