32622	-18.701309	-38.382598	1
32623	-18.399627	-38.238452	1
32626	-16.230196	-37.218472	1
32627	-14.616230	-36.476761	1
32630	-12.969986	-35.733291	1
32637	-8.449490	-33.746256	1
32638	-7.713697	-33.428866	1
32639	-7.710577	-33.427523	1
32640	-6.407990	-32.868856	1
32641	-6.388582	-32.860561	1
32654	-4.127088	-31.898618	1
32657	-4.019512	-31.853060	1
32658	-3.594522	-31.673227	1
32659	-3.572148	-31.663766	1
32660	-3.528129	-31.645154	1
32667	-1.614271	-30.837799	1
32674	-0.317807	-30.292311	1
32681	1.051050	-29.716791	1
32682	1.174928	-29.664705	1
32683	1.630013	-29.473331	1
32686	2.435481	-29.134445	1
32687	2.472592	-29.118824	1
32696	5.649079	-27.777628	1
32701	7.416896	-27.025948	1
32702	7.420042	-27.024606	1
32703	7.497664	-26.991487	1
32708	8.322332	-26.638986	1
32711	8.559993	-26.537173	1
32712	9.084339	-26.312178	1
32717	9.497657	-26.134460	1
32718	9.837621	-25.988038	1
32731	10.887872	-25.534281	1
32734	11.058177	-25.460500	1
32739	11.344164	-25.336480	1
32742	12.120279	-24.999172	1
32747	12.682423	-24.754250	1
32750	13.084624	-24.578752	1
32755	14.458735	-23.978096	1
32762	15.988739	-23.309696	1
32763	16.059418	-23.278904	1
32766	17.314346	-22.734983	1
32769	22.580098	-20.764366	1
32770	22.581397	-20.764085	1
32771	22.583604	-20.763608	1
32772	22.584902	-20.763328	1
32775	22.730059	-20.733752	1
32776	22.926340	-20.699919	1
32777	23.547276	-20.660134	1
32778	23.947722	-20.729772	1
32779	23.948003	-20.729865	1
32784	24.219806	-20.868992	1
32787	24.279638	-20.917867	1
32794	24.338433	-20.975846	1
